feature_id	metab_sample_001	metab_sample_002	metab_sample_003	metab_sample_004	metab_sample_005	metab_sample_006	metab_sample_007	metab_sample_008	metab_sample_009	metab_sample_010	metab_sample_011	metab_sample_012	metab_sample_013	metab_sample_014	metab_sample_015	metab_sample_016	metab_sample_017	metab_sample_018	metab_sample_019	metab_sample_020	metab_sample_021	metab_sample_022	metab_sample_023	metab_sample_024
metab_feature_0001	-0.070107821273356	-1.3281757179845	1.75024904512658	-0.470200649161013	-0.148362727482999	-1.40377172388888	1.77729149487436	-1.50074766773463	-0.835318606312715	-2.22404972239387	1.37504439802174	0.0638851232740376	0.37113444812621	-0.158142135521405	1.69619383883119	-0.0639354467477125	0.704776313232899	0.415780958369623	1.62623512617796	-0.441472636983289	0.12028216394755	-1.2666601685338	2.48185112249993	0.00424155442617223
metab_feature_0002	2.31056549777943	-4.68262363403793	4.97701815044716	2.26212269548068	-0.587985131772374	-4.83078038547259	5.77400620584621	-0.893284402066737	-1.37074939990501	-6.99281680857119	1.96363293640808	-1.24891683428215	4.9252517096398	-0.837091780682937	7.99101461908889	1.7432036495589	1.27587658920139	-4.95890239370658	5.47008091497276	0.583437197890354	1.6836234007459	-6.84056325397377	3.68056768251161	-2.18724491788052
metab_feature_0003	-2.13252677267451	-0.261407942959507	0.68482366286766	1.83045902466471	0.907307083670053	1.15676328312429	0.9051633062783	1.40678465976448	-0.771664631516207	-0.339837975931885	1.35498730637831	0.834080840001971	-1.25220934557895	-0.00264731781975772	-0.9287783916072	1.78016072986201	-0.969732781188447	0.323763460085819	0.949389527659716	0.884693034169818	-0.131951879863902	-0.0197558919060019	0.784090419464048	0.534545303554604
metab_feature_0004	0.894954046860009	-0.769444511230532	1.31965149706573	-2.04636682121684	0.70672680739272	0.177452776850865	0.0808450695187876	-0.89423040247373	1.7918749541378	-0.175623599831289	0.544321559481802	-2.21586640410691	1.80458874035454	-0.858800419521122	0.3934372260049	-1.42452204456337	0.343190404815704	-0.472407602444456	1.41779790950854	-1.9935464898646	1.15720677328051	-1.26603009696336	0.852437085301435	-1.0373670657087
metab_feature_0005	-3.87828794611333	2.47973084748687	-3.95215164982365	1.5433819513573	-3.89998850255858	4.06729146876519	-2.82219063022684	4.01801267295286	-4.18598257841183	4.72359371698309	-1.93224985472	4.34833104499669	-6.73452651642367	2.10795005163786	-3.47697244551111	5.15757832930595	-4.8931022144709	2.43168866357412	-3.97837640843148	2.96990162281141	-3.65789950963872	2.88325455007677	-3.90596939505184	5.37011908812608
metab_feature_0006	1.45577752731553	-2.92885944466941	3.44793164593876	2.66901385854198	-0.481443417563308	-3.1262928886109	3.28420696001372	0.885210713074937	-2.32606663151193	-3.85341268935015	0.997833716318072	-1.21539947332442	2.47303012433911	-0.217523905973305	4.8240395828104	2.4390167362456	-0.333553594749848	-2.47788009265485	3.3680660179318	1.58242425803141	0.68504722493136	-5.33398717637218	1.87364258959504	-1.35994762260017
metab_feature_0007	3.75792013006496	-0.72238063513134	1.98080431849514	-3.83521210585776	4.85100175187373	-1.87787033242806	0.688477637282426	-3.37666579588135	3.06689623735909	-2.73791862904759	0.743203665584801	-4.57297555820612	4.83602067142432	-0.933901748729821	1.17297185214353	-4.48702256676142	3.35024311051384	-0.033473725939194	1.31291467339166	-3.14783207029778	2.95098026689559	-0.751064613590122	0.646523080086805	-4.4019019350651
metab_feature_0008	-2.41220366710186	1.97044394062225	-4.43819229689168	-0.497087015927348	-0.507098472613482	4.02674518887507	-4.17828864983195	1.12994274792506	-0.459383120439913	5.97048175289848	-1.47975190654895	3.28017062531683	-4.74032406555016	-0.00649464943329736	-5.07369857653101	0.576648097500543	-1.70531315745054	0.556285904981241	-4.33989214097383	1.09422039168772	-1.74561326207325	3.13131440336797	-0.317797271005852	1.03922105475473
metab_feature_0009	1.16886970459441	2.92012487350508	-2.2453649416629	-1.08271728391719	0.376680214024558	0.826170994181571	-2.84778949811884	-0.835515647128458	-1.41914602009862	1.5004275811996	-0.943160234414849	-0.169201850767362	1.18525529022813	0.17002272697139	0.372544295077308	-1.0537275790259	1.18160080941025	1.43462026807826	-0.845740240488358	0.249396848618291	0.528913036499067	2.57404263900021	-3.25224158979402	-0.12263655210893
metab_feature_0010	-3.90883275239113	-4.79413563354066	5.57823424957483	5.25017043210683	-5.28847929250633	-4.76907938495175	6.52533103348199	5.09290797885769	-4.63621015592796	-4.76875113153814	3.92720649186245	5.13875129715667	-4.28449859215138	-1.2035392807463	5.96939035974528	5.58658710782223	-3.43917726700293	-4.10251552478801	4.89358455401428	4.08805583576018	-0.404800393507518	-5.38579065400815	4.49037294703917	3.49066725973668
metab_feature_0011	0.243484042982809	-4.87967751761633	7.71213447418235	3.12096265077304	-1.97488198009772	-6.41989979118458	6.63323160173837	3.74178094940291	-2.76691084783302	-8.43609877064999	2.13781972269619	0.871641352165017	2.02572707099569	-0.0793433076956284	7.50430651689905	2.9139967205285	0.466751775054434	-4.0983926466936	5.89463919037557	2.52500797457281	0.50781576757148	-8.91574797456307	4.39037506780218	-0.0867916855305649
metab_feature_0012	-2.53219195235969	-5.56413330936672	6.43300439339333	5.6705629874307	-4.8350997728615	-6.60015790438699	6.1394379897904	4.89622590835056	-2.67620059499622	-4.89470659544544	3.72558568420513	4.29246450828184	-3.75190025624555	-1.42164463813246	5.80628865562708	5.57999363037296	-0.733180676522244	-3.79616468717626	5.51825631328624	4.87333873972884	-0.502619636214881	-6.9508374795482	4.94986874910956	2.07815620457608
metab_feature_0013	-0.902004354694711	2.24470334213766	-3.55483944170052	-1.13902402498811	-0.347815762049316	0.438555565774614	-2.00015939417374	0.167585822495378	2.20797627255455	3.13512229472049	-0.191835675915755	1.44352340179063	-2.22720458967074	0.109299206189301	-4.05017979816676	-1.15615955914481	-0.837312016180207	0.102824011411896	-2.70354730463377	0.109467712149579	0.474891294864226	5.64453986438724	-1.43442916822507	1.88706104019628
metab_feature_0014	6.7881802059643	-6.43390821766406	5.52734713280285	-2.59528199671121	4.331976699192	-8.13803471047231	6.54525835575421	-5.18301922892663	4.59846600628567	-7.59249054761041	4.55296459437631	-7.64783796025594	9.10579980816457	-2.36042382555145	7.16647998393261	-5.02958985404875	6.69953139193771	-5.418289829557	6.47207724951945	-1.69698981846134	4.80046521053473	-7.03585162828212	5.90272272600688	-5.62800474449471
metab_feature_0015	3.14160096062269	0.367956865684219	-1.07898352031248	-3.59876809559063	2.82749179167487	0.902426156729811	-0.284065390246335	-4.35105536820403	3.21097005385635	-1.00744156861039	0.238384067509579	-3.58102331210793	4.40664688675598	-1.21711226097327	-1.46352263749867	-4.01420443903	3.2485039600565	0.194250791812864	-0.159048124384487	-3.51057827540541	1.59591059509976	-0.0482686362058817	-0.114216359616858	-2.87423327478188
metab_feature_0016	-1.02268903296978	2.86545236586492	-1.504547957573	2.0297370548546	-1.45265488195278	1.29176691084571	-3.0439566179699	2.62653938060892	-1.74221246206937	3.83311663378042	-0.619402421078657	1.40029703285027	-2.06478793073788	0.827202595949306	-1.96948549760685	2.80790299704563	-2.07755202798586	2.15420765491326	-1.69103178222695	1.30918280551907	-1.88651064046703	2.31697307394489	-3.4388173497859	0.742495722630117
metab_feature_0017	2.21489447858881	-3.41304292499175	1.5058088201262	-1.19125146312556	2.15993407225749	-1.12288597507739	2.01420177228382	-2.6006693181716	1.99135394804991	-2.70315630560147	1.56180914410001	-2.80089390535904	1.7599987947781	0.0854341246519538	2.49935842783688	-1.98810235191254	1.81272677854304	-1.75388961984295	2.33328202752906	-2.62024285265601	1.85558676432444	-1.87332222688617	2.70563148341149	-1.92793973521223
metab_feature_0018	2.69772612817661	1.64649902814819	1.08470224091144	-1.266713265743	2.20270930706498	1.91740650938914	-2.1810715843628	-2.19911957673363	1.70854274708882	-0.161108511081912	-3.29704404695829	-4.04454785373682	3.22824012307955	0.716398055347981	-0.197915386204744	-2.12861505241539	2.23669860633381	0.49070352076537	-2.42031607347346	-1.77945381464652	1.75178976473131	0.604407589540486	-2.57484064940513	-2.21385654528731
metab_feature_0019	-1.06309221475678	-0.23942268526577	-1.10945392340482	-0.262178751092377	-0.375190151042938	1.22301821962588	0.473960539872946	0.315309091332694	-0.290834670161598	0.74647447676931	-0.265902171212382	0.470504533586069	-0.887248152010253	0.0913704574018929	-0.978392300360257	1.12341631949345	-0.0741448166851892	-0.322460000370658	-0.447507552354022	-0.61421998770285	-0.418014362564841	1.50980878112618	0.20889449710919	-0.415452184421423
